Inventory Level,Units Sold,Units Ordered,Price,Discount,Competitor Pricing,Demand
157,95,0,63.67,20,55.37,111
158,104,158,74.89,10,65.06,158
365,138,0,64.45,10,72.95,186
118,95,0,109.95,0,94.11,85
259,246,0,73.31,10,81.74,211
355,82,0,35.74,15,34.46,87
653,112,0,25.08,5,30.35,117
108,108,189,44.57,20,49.46,167
259,174,236,97.81,25,85.9,212
216,34,0,119.42,0,132.67,55
263,98,227,155.22,25,142.43,134
77,77,0,89.96,0,87.96,108
121,121,156,30.06,25,25.9,139
459,239,0,74.49,25,83.62,208
114,88,66,14.41,5,16.33,78
566,152,0,45.02,0,51.64,146
114,100,92,24.11,5,22.99,113
154,154,243,71.1,20,63.58,216
98,69,99,119.2,0,137.55,90
175,116,0,118.09,10,137.57,103
498,248,903,104.87,20,102.31,260
399,101,0,29.37,20,31.87,128
592,153,0,77.0,25,81.36,179
249,79,0,39.96,0,34.1,68
248,65,0,90.41,5,79.03,88
133,107,142,65.85,15,59.49,132
503,78,0,27.71,5,26.26,87
118,118,183,29.13,15,32.49,198
347,154,217,65.9,10,62.93,133
137,79,99,83.65,10,91.1,112
576,81,0,84.16,20,81.94,113
641,49,0,61.12,5,56.01,62
639,231,683,25.03,15,27.19,197
436,119,0,107.17,25,99.84,121
100,83,0,69.06,0,61.82,82
292,45,0,82.26,5,71.09,74
320,64,0,20.11,5,21.63,98
189,82,0,20.78,25,22.29,94
296,117,0,89.45,5,94.96,118
256,37,0,110.56,0,119.4,33
238,79,0,12.53,25,14.25,93
608,167,0,54.68,15,63.17,141
107,101,120,97.42,10,83.26,140
430,75,0,21.95,5,25.53,98
125,57,0,20.45,10,20.35,81
163,136,106,33.78,20,39.93,118
110,89,0,16.84,0,15.3,92
344,146,0,120.12,10,106.07,124
311,242,279,72.71,15,87.32,273
313,57,0,33.53,10,40.28,83
198,72,0,98.27,15,110.75,76
177,113,0,122.38,0,107.65,124
787,141,743,88.85,10,103.77,206
405,159,0,103.8,20,114.9,208
0,0,0,101.8,0,108.83,110
219,109,171,99.11,5,92.02,92
331,72,0,126.12,5,136.52,100
290,72,0,125.46,20,124.51,104
180,93,0,53.82,5,57.8,106
232,70,0,72.0,10,64.47,102
372,192,0,11.62,15,12.45,168
215,138,400,18.69,25,20.13,167
353,51,0,100.2,25,117.16,62
860,169,0,62.95,5,69.13,169
176,63,0,75.27,5,70.75,105
397,56,0,26.96,20,32.49,74
90,90,0,32.32,0,38.71,136
90,49,54,71.66,20,75.72,49
190,101,0,104.89,15,111.1,116
1223,106,0,25.67,5,28.55,110
456,106,671,60.29,15,68.1,152
159,70,0,108.8,0,116.82,78
497,81,0,15.73,25,17.69,104
254,55,0,137.45,25,128.2,85
770,68,0,96.14,5,86.54,72
237,44,0,104.12,0,111.27,42
104,38,50,77.54,5,86.43,47
68,57,54,117.97,25,138.85,67
147,71,0,51.66,5,59.05,67
39,39,186,134.58,10,115.71,98
534,114,0,10.58,20,12.19,128
326,118,0,36.13,25,35.42,126
119,54,81,24.2,20,23.54,80
199,191,198,9.04,5,10.61,170
457,108,0,18.87,10,16.71,165
1252,180,0,63.61,20,72.4,200
595,133,0,95.44,10,108.39,186
120,120,309,82.96,20,74.31,270
198,198,886,119.23,25,118.1,272
145,39,0,52.58,0,51.94,48
253,105,0,73.57,10,82.81,100
296,110,0,136.96,5,158.99,106
399,82,0,57.97,25,68.12,109
335,91,0,144.33,15,152.89,82
509,126,0,69.43,0,67.52,194
239,131,417,37.83,5,39.87,136
155,33,0,32.47,0,28.6,41
109,109,214,25.0,25,21.99,231
228,52,0,140.91,5,138.09,77
148,94,93,32.49,5,29.23,110
269,126,346,71.97,20,83.62,171
212,78,0,66.41,0,62.78,85
227,127,0,65.22,0,65.09,133
254,144,242,98.38,25,86.1,141
13,13,0,51.89,5,59.88,74
273,145,538,44.65,10,49.53,157
541,88,0,21.52,10,23.22,87
189,181,249,49.76,25,49.49,216
321,52,0,78.32,0,67.56,45
182,77,0,133.95,0,161.09,87
165,53,0,142.6,15,160.16,84
285,130,388,100.32,0,107.34,162
156,91,144,32.03,15,37.55,135
220,167,0,94.05,0,104.26,186
92,92,77,13.39,20,11.54,92
414,244,671,44.2,25,41.84,232
106,74,107,22.81,10,20.13,112
243,167,263,70.02,25,59.88,237
128,52,0,110.82,5,107.39,70
59,59,0,133.73,0,116.7,93
250,109,0,74.71,10,85.37,105
298,95,0,32.52,5,28.99,90
439,110,435,88.08,10,105.35,161
797,116,0,40.51,25,43.22,183
794,106,0,97.26,10,90.5,128
168,9,0,38.45,20,42.05,15
425,44,0,25.43,0,27.9,63
183,5,0,14.99,20,13.66,4
193,86,0,66.36,0,62.45,101
157,112,117,105.71,0,104.44,138
495,202,607,103.68,25,97.87,213
592,96,452,75.97,0,83.71,126
408,80,0,16.48,20,19.53,76
1208,58,0,126.88,0,113.33,85
17,17,522,57.03,25,49.71,111
247,85,250,80.65,20,76.56,120
256,52,0,18.07,0,21.19,54
107,47,80,22.25,15,23.9,77
944,101,0,80.27,10,77.69,86
219,53,0,125.82,5,141.52,81
415,121,0,15.35,15,16.25,117
441,142,507,67.58,0,66.61,141
126,83,116,97.77,5,91.7,123
355,111,0,17.93,25,20.16,108
385,123,0,24.73,10,22.76,140
133,133,219,44.52,15,51.51,196
909,131,0,18.12,5,20.86,150
198,198,376,121.55,25,145.65,216
348,75,0,55.64,0,66.72,106
256,182,0,49.5,0,43.13,159
421,305,502,152.26,20,182.09,257
338,84,0,93.31,10,92.33,74
646,244,0,83.92,25,79.95,237
246,95,0,104.85,5,99.04,129
649,123,0,85.17,20,78.09,107
110,110,305,109.19,20,95.18,183
259,40,0,96.53,10,102.06,42
218,125,0,129.96,15,149.59,112
87,87,204,83.11,0,72.38,229
975,135,0,81.02,5,73.66,122
180,180,1209,14.77,15,17.77,269
77,77,0,27.2,0,25.45,181
302,43,225,123.94,10,147.02,70
691,308,795,82.71,15,77.23,316
113,113,141,82.0,0,88.04,132
341,177,574,40.87,25,43.5,246
0,0,591,36.41,0,41.28,179
95,89,78,81.38,20,88.05,83
89,89,0,114.03,10,105.17,108
1117,121,0,31.46,5,37.0,182
350,190,0,59.25,20,65.69,168
89,89,101,114.49,10,113.76,110
416,193,454,23.8,15,21.5,187
199,30,0,145.06,5,131.55,37
702,84,0,102.0,15,87.99,123
193,184,515,118.6,25,138.29,169
116,95,137,106.68,5,94.88,124
65,65,136,162.51,20,176.1,146
76,76,127,65.67,0,69.45,124
122,108,0,157.71,0,146.49,114
420,97,0,10.41,25,12.04,145
740,48,0,36.68,5,31.47,60
146,107,106,33.01,0,30.47,106
206,206,232,9.62,10,10.91,216
349,118,0,16.99,0,18.67,110
1072,210,0,74.55,10,73.81,195
462,109,0,77.27,5,91.24,95
309,288,234,96.78,10,95.0,288
489,92,0,94.41,5,113.83,109
106,76,0,62.01,5,65.91,126
148,90,0,68.3,10,75.86,78
186,79,0,116.89,10,132.89,76
317,220,0,72.05,25,82.26,186
727,51,0,167.88,5,160.67,78
383,159,295,48.37,25,44.94,165
108,108,0,37.36,10,35.95,133
122,122,113,45.14,0,39.4,137
214,82,0,17.09,15,19.78,72
176,49,126,126.44,5,137.78,62
147,147,114,33.23,5,36.84,134
143,61,0,72.16,0,61.97,82
134,115,103,64.67,10,55.4,109
684,193,855,66.69,15,59.84,202
110,110,0,121.75,10,113.83,152
751,113,0,58.29,10,67.05,126
128,63,0,38.39,5,35.75,75
453,67,454,24.08,10,22.38,105
257,90,0,40.88,15,35.73,100
269,84,0,91.06,0,108.88,101
506,47,0,107.5,10,98.62,42
339,64,0,160.34,5,179.97,86
155,143,0,100.74,10,114.05,205
209,48,0,26.53,10,30.81,61
712,136,775,97.67,5,107.35,222
77,77,102,15.99,10,14.36,110
170,130,0,48.22,10,43.64,192
139,25,0,14.1,25,12.28,30
339,49,0,47.94,10,57.96,61
76,76,69,96.79,15,110.09,77
382,67,384,124.0,10,114.59,102
141,141,0,90.57,10,100.83,171
203,63,172,29.62,10,27.9,78
329,59,0,63.45,15,70.39,74
681,92,0,40.82,10,36.76,104
688,65,0,73.67,10,81.8,60
159,45,0,51.84,10,49.97,45
381,83,0,26.18,10,23.1,86
178,80,0,20.52,15,22.69,79
324,95,0,65.64,5,58.18,114
162,110,167,100.24,5,116.01,155
293,98,0,93.18,10,85.71,108
496,27,0,55.34,5,47.96,36
328,93,0,23.74,5,28.04,136
1150,93,0,145.8,0,124.58,128
443,38,0,57.26,0,67.25,46
162,162,0,101.24,15,89.94,178
684,166,0,19.77,25,21.68,172
140,100,110,31.45,0,30.26,117
843,87,0,78.0,20,94.07,129
476,57,0,128.57,0,148.4,72
294,91,331,20.72,0,19.61,146
299,101,0,59.24,5,51.65,114
159,99,131,82.8,15,95.25,121
750,97,0,25.18,5,27.63,142
262,92,0,21.91,5,21.2,85
219,71,0,40.91,0,37.71,92
778,111,0,15.25,10,17.52,110
0,0,0,129.15,10,120.16,149
273,148,0,62.95,0,67.26,147
74,43,78,33.34,10,32.57,67
116,79,0,119.45,10,113.34,101
254,36,0,83.52,10,74.43,45
402,103,0,71.28,10,79.68,124
791,99,0,94.67,5,108.76,113
526,143,550,122.65,0,108.91,155
171,108,0,93.78,10,106.83,107
219,103,0,121.66,10,130.93,106
528,37,0,126.47,0,140.53,58
204,82,0,46.89,10,52.78,81
840,77,0,68.49,0,76.17,72
746,182,0,12.73,10,14.36,181
400,212,0,23.08,10,26.56,178
259,48,0,93.72,25,105.52,45
383,193,0,65.86,5,65.25,166
141,63,98,64.67,10,68.92,91
164,136,0,38.28,10,43.24,147
634,148,0,35.32,10,32.42,188
84,84,121,103.87,10,94.98,106
348,120,307,106.23,10,112.34,102
996,109,0,27.19,0,23.48,97
160,96,0,52.7,10,58.24,90
101,89,84,104.88,10,114.81,99
223,92,0,20.29,10,24.04,127
169,58,0,163.42,0,149.99,54
618,86,0,117.1,0,111.23,115
9,9,0,133.39,10,119.17,128
158,158,135,91.39,20,99.9,147
136,33,0,138.3,0,164.39,34
127,64,92,50.6,10,55.88,76
200,66,0,139.26,0,118.73,77
323,134,0,13.83,0,13.74,126
692,14,0,29.89,5,34.5,23
145,145,139,33.22,10,38.43,161
232,110,174,9.17,10,8.13,176
231,102,232,16.13,10,15.63,111
862,125,0,55.87,10,59.15,111
353,80,0,95.85,0,95.03,131
255,169,0,67.04,15,66.4,157
397,75,0,98.97,5,105.44,124
547,158,615,74.4,0,81.93,172
501,87,474,88.05,5,86.26,123
418,74,0,119.14,10,112.78,67
543,155,0,81.37,10,81.21,144
676,69,0,158.49,5,138.62,62
224,224,472,68.04,10,60.93,229
0,0,0,31.82,20,27.28,119
113,113,150,38.73,20,43.84,181
132,98,0,21.88,0,19.11,81
127,35,0,108.35,20,103.72,53
114,114,92,34.03,0,31.95,109
428,85,0,73.0,0,70.19,85
122,122,142,81.44,5,71.73,169
491,116,0,55.76,15,64.99,153
242,131,228,117.37,0,136.42,121
638,176,574,69.38,10,65.67,169
65,65,0,46.03,10,42.41,150
386,171,0,28.24,15,24.85,180
167,78,0,42.44,10,45.44,110
185,122,122,94.85,10,93.02,132
459,40,0,124.55,0,149.12,66
275,99,245,189.51,0,163.34,105
400,251,581,105.99,20,95.39,256
161,70,0,28.78,10,24.67,69
576,73,0,65.1,10,59.93,81
102,102,127,16.01,10,14.32,110
40,40,0,47.17,10,52.94,204
114,89,94,21.87,5,18.61,83
290,99,0,64.61,10,55.7,135
69,67,72,112.45,5,99.5,74
315,144,0,119.45,25,103.94,150
903,125,0,91.82,0,110.06,138
140,59,0,29.76,5,35.98,79
270,61,0,62.76,20,56.82,74
589,187,0,51.26,5,47.42,163
623,76,0,101.57,0,111.21,124
114,114,136,64.6,15,58.3,125
298,121,392,25.88,25,24.22,140
98,98,134,28.19,5,32.41,144
229,153,327,81.8,0,76.62,173
219,71,0,87.13,5,75.14,92
195,154,0,97.48,10,114.72,139
469,177,0,64.87,20,75.87,149
918,215,0,24.36,25,26.51,238
1057,87,0,136.81,0,165.08,124
405,94,0,68.59,0,78.19,95
250,135,499,97.7,25,85.31,214
518,42,0,17.19,10,14.94,55
150,56,0,22.33,10,20.83,49
756,104,0,102.27,0,110.69,146
419,46,0,116.66,10,138.42,74
203,123,0,16.88,5,18.82,112
198,128,0,58.24,5,70.0,125
191,131,124,76.84,20,85.56,117
653,115,0,28.07,0,31.31,163
644,88,0,21.17,10,20.57,91
148,97,97,35.62,10,40.17,98
667,189,856,18.93,10,20.28,186
376,70,0,113.29,0,98.11,75
125,84,135,65.02,0,56.78,140
109,108,101,43.79,0,37.54,117
539,98,0,146.29,0,133.33,132
218,95,249,101.78,15,120.15,134
299,187,0,76.34,15,86.63,169
692,43,0,74.33,10,81.72,58
383,124,0,113.92,10,123.26,186
368,161,386,118.03,10,127.03,188
637,26,0,99.33,5,98.62,23
491,53,0,122.09,10,114.94,63
122,122,169,62.35,10,62.01,156
763,128,0,72.85,10,77.23,122
564,65,0,10.85,10,9.36,108
188,75,0,18.22,0,19.19,67
211,70,0,109.07,25,105.78,71
190,109,0,63.52,0,54.57,135
176,69,0,63.65,10,71.37,86
602,230,0,47.53,20,45.59,262
486,84,0,26.58,15,30.92,125
121,54,71,97.68,5,97.2,72
228,74,0,128.4,0,117.38,112
887,153,0,30.38,5,35.81,168
64,64,0,59.83,5,57.25,96
96,90,77,96.07,20,85.95,92
131,80,0,19.23,10,16.55,94
111,48,133,158.21,5,183.35,73
532,26,0,79.73,0,88.54,25
0,0,0,99.03,25,118.06,108
135,103,154,113.2,5,106.8,144
103,62,74,166.4,0,150.11,68
155,104,104,54.44,10,60.99,98
134,105,174,121.75,20,118.2,103
189,86,199,11.62,10,13.2,120
678,42,0,31.45,10,35.35,48
139,139,203,28.74,25,33.49,175
296,73,0,7.6,5,7.06,94
129,129,0,17.78,5,18.98,142
737,184,1084,83.14,10,76.74,241
273,131,275,77.35,20,65.96,134
86,86,141,72.66,5,80.19,164
1208,119,0,109.99,10,101.53,162
389,115,0,64.83,10,62.64,142
414,75,0,84.3,0,81.8,94
344,126,529,109.85,25,117.12,111
388,151,636,88.33,15,100.61,218
607,55,0,156.75,5,176.91,73
295,50,0,37.9,10,43.77,50
417,36,0,23.03,20,25.91,42
150,76,0,33.89,5,30.22,65
34,34,79,21.12,0,20.73,71
218,46,0,128.19,5,141.86,65
92,92,169,33.67,20,33.59,183
343,50,0,55.59,10,59.35,53
142,102,117,70.82,0,84.66,121
375,149,0,63.85,0,62.75,126
111,111,0,125.39,0,121.9,126
462,88,0,58.46,10,70.69,127
538,30,0,32.47,10,30.34,45
215,43,0,20.04,10,24.06,67
89,73,78,41.89,10,39.82,90
185,170,187,97.3,10,106.92,159
419,65,324,128.85,5,141.29,91
176,49,0,128.81,10,136.72,42
149,124,0,86.79,20,98.81,192
91,59,90,29.83,10,32.95,94
503,150,0,74.09,20,87.3,180
127,127,154,16.45,15,18.47,156
671,80,0,35.5,10,30.57,88
119,75,0,20.49,0,22.45,65
191,90,142,66.3,0,74.09,126
74,74,92,116.08,5,136.08,98
171,57,0,104.12,20,93.0,85
778,113,0,90.66,10,90.36,153
253,71,0,27.69,10,24.96,60
644,89,0,84.56,5,100.22,128
402,59,0,38.89,5,42.95,89
547,71,0,92.26,0,81.27,79
136,47,0,53.98,5,64.05,55
177,166,531,29.48,20,32.6,183
134,134,165,31.74,0,31.62,149
76,76,0,52.98,20,59.09,117
148,148,202,127.26,0,149.62,229
648,113,0,93.14,5,108.58,107
292,183,0,69.73,15,79.76,153
703,115,0,23.77,20,20.43,180
970,133,0,124.08,20,148.76,168
311,50,0,50.91,25,49.81,77
115,78,0,99.21,0,97.9,114
476,137,419,23.55,5,26.28,150
94,94,149,30.69,10,26.64,145
652,141,0,89.73,10,104.3,137
373,71,337,117.51,25,99.94,116
411,92,0,16.21,5,18.94,99
577,114,0,65.04,0,76.18,145
184,71,100,89.32,5,106.64,110
538,93,0,23.3,5,23.15,100
556,102,0,21.57,10,19.89,96
148,63,101,40.44,0,36.94,89
478,148,0,15.08,20,17.54,145
306,44,0,92.01,10,109.06,61
176,55,0,43.56,10,52.31,65
102,80,104,37.8,10,33.12,104
441,70,0,127.46,0,153.78,104
123,117,0,90.45,20,88.95,99
855,111,0,68.2,10,80.71,110
649,186,824,115.94,15,127.66,230
259,83,0,90.1,15,78.54,106
207,79,0,113.85,0,98.92,119
611,56,0,107.08,10,106.05,55
438,61,0,117.84,10,107.59,53
169,169,210,64.93,10,74.4,191
635,72,0,58.56,20,49.82,76
499,77,0,11.7,5,11.69,114
113,113,526,28.5,0,33.85,220
366,33,0,124.27,0,133.19,44
876,142,0,66.09,0,62.92,149
107,107,105,71.07,5,85.27,103
372,88,0,36.15,0,41.79,95
402,182,0,34.18,10,31.46,175
138,70,89,108.55,0,119.2,103
154,113,361,114.08,15,135.95,144
734,128,828,29.6,10,35.66,179
671,48,0,52.62,0,45.46,47
83,83,216,126.11,20,109.09,185
505,220,594,24.64,15,23.3,201
63,48,160,140.93,20,137.53,74
506,104,414,113.41,10,131.21,158
515,59,0,100.53,10,120.82,59
186,117,101,99.16,5,115.92,117
115,65,68,156.74,0,186.74,66
155,142,122,65.47,0,76.59,123
29,29,0,95.66,25,103.17,67
103,103,0,12.51,5,11.72,110
636,71,0,38.73,10,44.51,106
203,40,0,26.4,5,22.69,57
223,126,0,8.46,0,9.32,128
232,125,292,18.84,5,18.02,145
553,52,0,53.68,5,48.75,68
142,142,601,105.65,15,122.73,253
141,73,0,52.93,5,62.54,64
1089,138,0,88.39,25,101.8,167
274,61,0,58.54,5,53.9,92
339,43,0,73.57,0,64.54,56
218,76,0,119.76,10,140.56,83
237,145,0,73.89,25,67.7,176
552,48,0,139.77,15,162.62,72
717,279,0,66.59,10,79.6,242
381,118,0,38.37,0,37.66,107
74,74,80,31.07,10,34.18,70
79,72,117,23.42,5,20.34,118
172,85,166,151.03,0,148.91,83
169,90,124,27.77,15,31.54,112
293,103,0,63.27,10,71.01,89
157,58,0,50.06,20,48.88,68
226,190,0,65.91,10,57.48,174
228,109,294,122.43,0,141.24,135
374,179,765,73.08,15,86.41,234
508,128,0,33.66,25,35.97,123
172,172,1169,34.24,20,29.15,291
94,58,83,39.98,15,36.55,94
202,185,174,103.55,15,124.9,205
354,56,0,115.76,0,135.19,47
372,86,0,129.02,25,124.52,77
606,150,0,82.05,10,98.17,129
122,89,95,32.51,10,30.83,105
1128,122,0,86.56,5,92.34,174
154,63,0,14.95,10,13.69,90
591,83,0,38.37,5,43.45,110
44,44,110,23.46,10,21.19,121
243,157,183,56.54,25,61.53,171
92,92,118,115.92,10,122.97,114
114,114,381,107.72,25,95.57,115
665,120,0,110.73,0,108.83,188
182,69,128,26.45,20,23.07,80
555,163,0,78.85,25,71.11,169
343,210,549,48.33,10,54.92,180
476,171,663,96.94,20,89.05,168
89,89,120,64.16,20,58.77,144
11,11,0,24.41,10,28.75,80
165,64,0,24.17,10,22.35,95
327,105,358,58.89,25,57.11,157
202,107,0,104.07,0,91.64,132
535,156,571,100.41,15,109.16,171
561,65,0,49.21,20,55.01,63
588,183,489,24.15,20,21.7,187
837,53,0,105.94,10,98.76,64
783,87,0,61.77,5,68.82,80
536,80,0,73.89,10,82.2,73
339,100,0,20.83,0,22.44,93
149,40,0,18.34,25,22.1,59
511,74,0,66.47,20,58.39,66
302,60,0,127.75,10,119.12,86
319,98,0,16.87,0,19.31,96
463,104,367,50.8,20,57.8,137
213,168,167,94.66,10,111.11,147
445,119,344,23.27,10,25.52,134
454,151,557,23.45,10,26.7,140
186,135,111,32.37,25,36.96,125
330,138,0,14.12,20,16.5,123
262,111,170,95.26,20,104.22,104
121,121,140,47.92,25,52.61,152
126,112,128,39.86,5,46.51,120
371,158,0,124.65,15,119.51,133
255,132,206,95.54,15,103.86,113
744,171,714,84.52,15,91.73,208
463,226,0,117.06,10,132.46,209
176,108,0,93.25,5,101.9,98
514,167,0,116.46,5,134.29,162
555,68,0,115.95,0,131.23,62
377,117,657,137.27,20,146.55,151
210,181,308,76.78,15,75.61,266
563,116,0,64.09,20,55.42,103
1631,127,0,11.41,5,9.98,106
0,0,551,30.32,10,33.16,298
333,113,431,143.32,20,143.26,135
734,120,0,62.14,0,58.27,128
105,88,127,76.18,10,68.86,126
284,110,0,29.31,25,28.67,103
811,237,971,39.57,10,34.56,235
157,65,0,91.07,15,107.33,99
348,137,0,123.54,15,118.77,154
606,202,0,30.43,10,34.5,190
623,107,0,58.46,15,56.29,124
216,60,0,93.22,15,112.45,81
285,177,0,23.57,20,20.27,207
148,132,0,200.41,0,187.24,112
402,116,0,94.13,10,99.37,96
456,108,0,125.73,5,119.0,93
170,58,82,99.66,0,96.9,87
118,78,76,137.39,20,145.17,92
135,114,179,57.88,25,55.77,162
174,110,185,139.68,10,135.32,109
199,158,374,15.76,5,14.14,192
565,96,0,36.46,15,42.88,105
163,90,72,24.03,15,27.55,75
97,97,166,9.65,10,9.24,196
107,107,0,17.05,15,15.82,149
501,155,0,71.3,20,63.3,226
275,174,0,100.44,20,106.01,258
68,68,172,67.3,20,71.02,201
951,189,0,129.67,15,123.91,253
828,195,0,72.47,5,76.89,182
296,93,0,68.28,20,66.78,97
142,81,0,141.22,10,162.92,134
92,92,1101,112.54,20,99.59,338
504,94,0,175.12,0,190.04,91
438,278,563,70.78,10,60.53,246
263,121,316,37.91,0,32.35,103
80,77,63,33.27,10,31.94,75
124,112,107,21.65,15,20.16,128
87,44,0,109.71,25,97.07,74
203,153,119,25.86,25,27.62,129
190,106,259,84.79,0,83.28,132
99,55,72,63.3,0,75.27,86
891,99,0,52.82,0,63.15,83
119,119,0,113.52,0,136.81,110
195,195,0,64.9,25,72.22,237
380,84,0,38.2,5,40.37,89
454,223,0,34.19,0,31.39,191
119,70,0,42.27,0,41.19,63
191,26,0,74.82,0,63.92,34
298,48,0,110.51,5,117.85,49
286,39,0,144.74,5,174.08,58
456,144,0,100.03,10,92.82,181
128,38,0,26.5,10,30.37,61
1006,111,0,83.86,0,90.25,144
91,91,130,17.09,5,14.69,114
508,158,559,39.95,15,45.53,162
110,90,118,25.03,0,24.18,108
269,155,0,55.76,20,64.41,143
118,37,0,106.76,0,124.34,60
384,61,0,109.71,15,131.34,98
545,149,452,107.93,0,101.41,178
113,80,207,34.02,5,38.81,119
392,157,594,104.96,5,98.17,188
133,133,527,52.53,10,57.01,214
305,123,0,90.39,20,95.8,161
120,111,131,76.61,5,67.22,145
392,89,0,30.39,0,28.04,99
101,101,125,26.9,10,26.8,129
222,77,0,57.41,5,67.15,89
95,95,108,91.43,5,79.05,107
379,79,0,86.0,10,78.15,84
496,176,765,75.56,15,64.46,163
405,116,0,23.21,5,22.27,112
784,97,0,117.78,5,128.46,93
696,78,0,60.6,10,56.28,75
456,107,0,100.45,10,119.16,173
239,139,0,22.42,5,20.45,116
109,109,123,27.71,10,25.27,111
437,61,0,70.29,10,82.38,63
242,119,0,121.57,20,110.44,106
221,37,0,13.19,5,13.89,43
359,133,0,67.99,10,81.64,202
212,59,0,77.49,5,76.99,55
326,95,0,21.38,10,19.75,91
303,171,0,23.63,10,28.32,142
162,63,0,38.78,0,34.94,77
192,183,0,19.64,5,19.34,160
151,52,0,97.29,5,93.1,48
140,140,142,69.35,0,60.01,163
142,114,132,46.92,0,46.34,140
213,37,0,100.85,0,107.98,40
123,72,0,76.34,25,74.12,69
573,92,0,64.33,10,60.36,77
237,73,0,91.0,5,106.4,100
618,156,509,113.89,0,127.64,147
347,92,304,94.27,25,89.04,153
487,52,0,116.95,10,114.28,79
260,62,0,127.67,10,140.56,89
337,73,0,56.34,5,60.34,121
447,47,0,60.62,10,58.63,54
1504,101,0,12.4,0,13.31,133
526,136,0,21.68,5,25.95,136
220,39,0,130.36,0,140.01,56
614,149,0,56.79,10,51.13,133
144,65,86,55.93,25,66.08,102
174,164,339,42.66,5,45.14,167
574,178,0,33.25,10,30.82,165
92,54,50,89.29,0,105.23,48
211,177,0,145.76,0,127.05,155
404,89,0,30.13,5,26.61,147
516,54,0,48.2,10,43.22,51
156,156,180,130.31,15,118.58,174
108,77,0,22.09,5,21.38,121
176,62,168,176.16,5,168.0,89
286,40,0,89.6,5,79.82,53
348,71,0,112.0,15,96.3,91
194,65,0,99.46,0,97.26,86
116,60,66,140.8,15,127.12,67
200,54,0,55.29,5,54.14,72
64,55,0,123.74,10,107.97,73
41,41,0,12.7,0,14.74,115
469,34,0,32.65,10,39.23,57
145,82,82,28.74,5,25.86,80
166,84,97,7.41,0,8.22,87
292,250,407,21.69,10,19.47,220
346,123,0,67.96,0,78.03,141
702,106,0,101.83,0,89.56,152
172,117,136,76.1,0,73.99,144
762,129,0,99.79,0,120.34,110
633,122,623,75.14,5,81.95,196
677,76,0,76.88,5,70.73,82
61,51,0,108.25,10,124.65,55
636,230,0,103.51,0,88.83,195
410,102,0,174.92,5,173.27,90
160,134,0,55.92,5,52.9,133
142,115,0,36.91,10,32.43,129
66,19,50,28.95,5,26.31,26
119,67,94,19.54,10,20.64,94
209,38,0,132.89,0,120.39,48
169,122,205,36.88,10,33.51,173
84,84,301,73.72,10,77.97,137
116,105,159,78.9,5,69.44,158
792,125,0,54.01,5,62.67,105
294,59,0,84.88,15,92.16,72
574,184,0,76.96,0,67.79,169
296,83,303,41.47,10,39.71,115
231,115,0,28.16,5,25.26,138
49,49,106,50.98,0,49.93,119
165,108,115,95.12,0,89.2,99
250,75,0,113.29,10,132.6,69
247,50,0,167.07,0,155.34,68
312,167,455,115.07,5,127.89,238
90,59,74,28.22,10,32.62,78
895,106,0,72.02,15,64.7,130
130,102,120,15.4,10,17.85,115
350,201,0,49.81,0,57.45,184
138,118,127,22.64,10,22.3,110
114,114,205,80.89,5,69.08,198
81,81,103,116.57,10,107.11,100
323,48,0,109.65,10,101.39,67
396,242,0,93.33,15,106.35,205
161,82,0,31.39,0,35.16,79
235,113,0,102.37,0,114.91,178
0,0,0,55.01,20,48.98,264
182,58,0,86.14,5,95.1,89
140,111,87,71.12,0,69.18,104
834,90,0,28.65,0,28.37,81
125,125,229,36.13,0,30.89,198
503,148,0,73.39,0,65.49,134
108,67,53,74.99,10,71.02,65
300,78,0,83.61,10,71.44,76
320,87,0,67.13,10,79.23,120
289,168,0,26.13,10,23.85,172
687,116,0,108.25,25,128.32,142
618,92,0,69.95,0,74.83,101
349,108,0,106.19,0,99.8,137
519,230,601,23.49,20,27.14,215
123,64,113,24.92,10,28.11,94
376,47,0,75.18,0,84.09,53
460,56,0,113.41,10,129.82,67
184,89,290,15.51,20,15.09,123
226,170,0,64.36,10,58.67,161
153,57,0,83.23,5,77.37,74
231,157,0,21.47,25,20.66,151
132,16,0,17.75,0,16.12,18
99,99,107,39.67,5,46.16,114
865,22,0,12.69,5,10.83,31
269,46,0,94.2,10,102.13,67
142,142,223,74.33,0,80.5,210
160,86,120,43.85,0,50.42,134
176,103,192,121.26,0,145.53,89
257,48,0,91.35,0,104.96,54
481,114,0,77.88,10,71.31,137
988,148,0,99.82,10,116.64,148
462,231,0,134.02,0,151.36,209
255,83,0,97.99,0,111.14,89
435,62,0,98.59,25,84.16,82
198,37,0,115.29,10,134.29,61
264,102,0,64.09,5,70.29,165
400,71,419,75.83,0,89.95,101
1403,100,0,9.09,25,8.38,109
941,41,0,15.75,10,17.43,56
181,57,0,134.33,10,117.3,79
465,169,544,61.57,10,67.22,181
165,72,0,63.6,10,72.39,86
10,10,0,33.08,5,32.73,69
396,147,0,28.82,10,31.88,133
88,52,64,98.13,0,110.43,73
395,77,0,106.45,0,119.41,72
315,82,0,30.6,0,28.76,134
462,51,0,59.42,0,54.07,79
180,77,0,100.93,5,113.54,72
625,82,0,23.17,5,23.13,136
114,114,290,178.85,15,174.72,128
