,Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand
68309,2023-11-15,S001,P0010,Furniture,North,613,87,0,123.22,20,Snowy,1,121.92,Autumn,0,114
68313,2023-11-15,S001,P0014,Groceries,North,700,126,0,67.33,20,Snowy,1,75.91,Autumn,0,145
68316,2023-11-15,S001,P0017,Toys,North,101,101,172,22.15,20,Snowy,1,24.33,Autumn,0,160
68318,2023-11-15,S001,P0019,Furniture,North,129,79,0,90.04,20,Snowy,1,105.77,Autumn,0,74
68321,2023-11-15,S002,P0002,Toys,South,323,86,271,27.98,25,Rainy,1,33.39,Autumn,0,133
68322,2023-11-15,S002,P0003,Groceries,South,187,164,454,87.15,15,Rainy,1,76.12,Autumn,0,159
68325,2023-11-15,S002,P0006,Clothing,South,167,79,0,47.42,25,Rainy,1,42.91,Autumn,0,70
68330,2023-11-15,S002,P0011,Groceries,South,352,32,0,63.22,20,Rainy,1,59.37,Autumn,0,34
68331,2023-11-15,S002,P0012,Electronics,South,553,131,631,72.97,10,Rainy,0,80.7,Autumn,0,148
68334,2023-11-15,S002,P0015,Clothing,South,392,71,427,65.9,10,Rainy,0,63.56,Autumn,0,99
68336,2023-11-15,S002,P0017,Toys,South,389,106,272,16.53,25,Rainy,1,18.61,Autumn,0,110
68337,2023-11-15,S002,P0018,Clothing,South,90,90,165,24.2,25,Rainy,1,26.56,Autumn,0,143
68338,2023-11-15,S002,P0019,Clothing,South,374,49,0,60.75,25,Rainy,1,68.4,Autumn,0,73
68341,2023-11-15,S003,P0002,Groceries,East,725,275,825,67.99,20,Sunny,1,62.82,Autumn,0,230
68342,2023-11-15,S003,P0003,Electronics,East,121,121,157,93.78,20,Sunny,1,99.27,Autumn,0,188
68346,2023-11-15,S003,P0007,Groceries,East,402,88,542,18.47,5,Sunny,0,16.11,Autumn,0,138
68349,2023-11-15,S003,P0010,Groceries,East,114,114,141,39.21,20,Sunny,1,45.71,Autumn,0,174
68350,2023-11-15,S003,P0011,Electronics,East,42,42,0,105.27,20,Sunny,1,103.86,Autumn,0,98
68356,2023-11-15,S003,P0017,Furniture,East,322,91,0,101.83,25,Sunny,1,99.69,Autumn,0,92
68359,2023-11-15,S003,P0020,Clothing,East,102,102,593,81.35,10,Sunny,1,80.49,Autumn,0,142
68361,2023-11-15,S004,P0002,Groceries,West,114,114,520,22.54,25,Sunny,1,26.78,Autumn,0,244
68362,2023-11-15,S004,P0003,Furniture,West,298,232,0,179.52,10,Sunny,1,189.2,Autumn,0,194
68365,2023-11-15,S004,P0006,Groceries,West,297,95,0,31.61,20,Sunny,1,30.38,Autumn,0,106
68370,2023-11-15,S004,P0011,Clothing,West,1070,74,0,52.32,20,Sunny,1,55.36,Autumn,0,124
68373,2023-11-15,S004,P0014,Furniture,West,101,99,218,162.96,20,Sunny,1,180.25,Autumn,0,134
68376,2023-11-15,S004,P0017,Clothing,West,118,118,137,82.46,25,Sunny,1,73.38,Autumn,0,117
68378,2023-11-15,S004,P0019,Clothing,West,169,129,209,59.84,25,Sunny,1,54.73,Autumn,0,174
68379,2023-11-15,S004,P0020,Furniture,West,233,51,0,91.81,25,Sunny,1,100.24,Autumn,0,56
68381,2023-11-15,S005,P0002,Electronics,North,569,156,0,38.17,20,Snowy,1,45.74,Autumn,0,140
68385,2023-11-15,S005,P0006,Groceries,North,228,167,0,62.77,20,Snowy,1,61.11,Autumn,0,174
68386,2023-11-15,S005,P0007,Groceries,North,232,156,350,102.97,0,Snowy,0,102.49,Autumn,0,156
68389,2023-11-15,S005,P0010,Groceries,North,746,146,0,51.28,25,Snowy,1,55.8,Autumn,0,142
68399,2023-11-15,S005,P0020,Toys,North,142,51,0,21.8,20,Snowy,1,25.71,Autumn,0,59
68400,2023-11-16,S001,P0001,Electronics,North,276,186,269,66.28,25,Cloudy,1,77.8,Autumn,0,164
68406,2023-11-16,S001,P0007,Groceries,North,762,165,815,24.52,25,Cloudy,1,22.74,Autumn,0,174
68424,2023-11-16,S002,P0005,Electronics,South,852,84,0,99.14,0,Snowy,0,105.59,Autumn,0,116
68432,2023-11-16,S002,P0013,Groceries,South,879,47,0,18.15,10,Snowy,1,20.01,Autumn,0,70
68440,2023-11-16,S003,P0001,Toys,East,156,104,0,14.03,20,Cloudy,1,16.51,Autumn,0,108
68452,2023-11-16,S003,P0013,Groceries,East,173,173,912,100.9,15,Cloudy,1,99.23,Autumn,0,264
68460,2023-11-16,S004,P0001,Groceries,West,312,157,0,10.87,25,Cloudy,1,12.25,Autumn,0,191
68465,2023-11-16,S004,P0006,Groceries,West,202,173,364,41.23,5,Cloudy,0,44.84,Autumn,0,155
68466,2023-11-16,S004,P0007,Groceries,West,597,197,645,33.07,15,Cloudy,1,32.54,Autumn,0,185
68469,2023-11-16,S004,P0010,Groceries,West,846,112,0,27.38,0,Cloudy,0,25.97,Autumn,0,99
68470,2023-11-16,S004,P0011,Clothing,West,996,89,0,62.19,10,Cloudy,0,58.26,Autumn,0,125
68472,2023-11-16,S004,P0013,Groceries,West,517,4,0,11.95,20,Cloudy,1,10.69,Autumn,0,4
68477,2023-11-16,S004,P0018,Furniture,West,113,100,125,168.35,10,Cloudy,0,196.09,Autumn,0,118
68485,2023-11-16,S005,P0006,Groceries,North,627,108,588,71.28,5,Cloudy,0,69.03,Autumn,0,158
68493,2023-11-16,S005,P0014,Furniture,North,408,122,0,193.7,0,Cloudy,0,192.72,Autumn,0,106
68494,2023-11-16,S005,P0015,Groceries,North,185,185,428,62.9,10,Cloudy,0,53.92,Autumn,0,196
68505,2023-11-17,S001,P0006,Toys,North,0,0,0,36.87,20,Snowy,1,35.93,Autumn,0,115
68507,2023-11-17,S001,P0008,Electronics,North,121,83,0,34.28,20,Snowy,1,38.55,Autumn,0,81
68510,2023-11-17,S001,P0011,Furniture,North,167,125,220,158.42,20,Snowy,1,137.48,Autumn,0,119
68515,2023-11-17,S001,P0016,Groceries,North,299,169,620,45.86,10,Snowy,1,41.12,Autumn,0,173
68527,2023-11-17,S002,P0008,Groceries,South,171,90,0,20.65,25,Snowy,1,23.86,Autumn,0,118
68528,2023-11-17,S002,P0009,Groceries,South,167,141,329,63.6,10,Snowy,0,72.79,Autumn,0,138
68530,2023-11-17,S002,P0011,Groceries,South,300,164,381,96.95,10,Snowy,1,105.86,Autumn,0,138
68532,2023-11-17,S002,P0013,Groceries,South,832,42,0,18.15,0,Snowy,0,19.61,Autumn,0,43
68543,2023-11-17,S003,P0004,Groceries,East,441,109,462,26.98,0,Cloudy,0,25.92,Autumn,0,131
68545,2023-11-17,S003,P0006,Toys,East,152,152,173,40.98,20,Cloudy,1,40.14,Autumn,0,167
68547,2023-11-17,S003,P0008,Clothing,East,206,55,172,86.17,25,Cloudy,1,74.89,Autumn,0,79
68550,2023-11-17,S003,P0011,Electronics,East,139,139,349,129.48,20,Cloudy,1,140.18,Autumn,0,188
68553,2023-11-17,S003,P0014,Groceries,East,360,114,344,98.67,0,Cloudy,0,119.15,Autumn,0,109
68567,2023-11-17,S004,P0008,Furniture,West,105,67,73,75.87,25,Sunny,1,67.63,Autumn,0,67
68570,2023-11-17,S004,P0011,Clothing,West,907,126,0,48.94,25,Sunny,1,48.09,Autumn,0,107
68575,2023-11-17,S004,P0016,Furniture,West,13,13,0,112.33,20,Sunny,1,109.33,Autumn,0,111
68579,2023-11-17,S004,P0020,Furniture,West,90,49,0,94.13,20,Sunny,1,113.52,Autumn,0,46
68585,2023-11-17,S005,P0006,Groceries,North,519,134,0,58.67,20,Snowy,1,62.36,Autumn,0,168
68587,2023-11-17,S005,P0008,Groceries,North,144,116,135,56.9,25,Snowy,1,52.41,Autumn,0,143
68590,2023-11-17,S005,P0011,Electronics,North,544,170,686,81.96,20,Snowy,1,77.31,Autumn,0,158
68595,2023-11-17,S005,P0016,Toys,North,473,76,0,27.9,25,Snowy,1,26.13,Autumn,0,98
68599,2023-11-17,S005,P0020,Toys,North,121,118,117,27.99,20,Snowy,1,30.97,Autumn,0,134
68600,2023-11-18,S001,P0001,Electronics,North,269,70,241,62.72,20,Snowy,1,59.68,Autumn,0,106
68601,2023-11-18,S001,P0002,Clothing,North,115,95,131,59.33,20,Snowy,1,55.01,Autumn,0,119
68602,2023-11-18,S001,P0003,Clothing,North,484,166,656,62.41,10,Snowy,1,57.58,Autumn,0,154
68604,2023-11-18,S001,P0005,Groceries,North,1181,37,0,48.59,10,Snowy,0,47.69,Autumn,0,57
68606,2023-11-18,S001,P0007,Groceries,North,491,116,0,23.75,20,Snowy,1,23.47,Autumn,0,139
68610,2023-11-18,S001,P0011,Furniture,North,178,87,0,139.6,25,Snowy,1,147.2,Autumn,0,116
68611,2023-11-18,S001,P0012,Groceries,North,418,110,0,78.61,20,Snowy,1,85.56,Autumn,0,155
68612,2023-11-18,S001,P0013,Toys,North,113,57,57,23.36,20,Snowy,1,26.12,Autumn,0,59
68613,2023-11-18,S001,P0014,Groceries,North,430,151,364,81.78,0,Snowy,0,95.65,Autumn,0,135
68618,2023-11-18,S001,P0019,Furniture,North,86,63,73,98.58,20,Snowy,1,91.59,Autumn,0,85
68621,2023-11-18,S002,P0002,Toys,South,419,171,0,28.83,25,Sunny,1,34.78,Autumn,0,143
68622,2023-11-18,S002,P0003,Groceries,South,692,71,0,61.68,25,Sunny,1,69.64,Autumn,0,103
68623,2023-11-18,S002,P0004,Groceries,South,516,129,0,34.28,25,Sunny,1,37.26,Autumn,0,123
68625,2023-11-18,S002,P0006,Clothing,South,80,80,82,51.31,20,Sunny,1,57.43,Autumn,0,88
68626,2023-11-18,S002,P0007,Toys,South,360,119,413,29.8,20,Sunny,1,25.79,Autumn,0,167
68628,2023-11-18,S002,P0009,Groceries,South,26,26,306,57.76,25,Sunny,1,63.08,Autumn,0,169
68630,2023-11-18,S002,P0011,Groceries,South,136,136,750,117.93,15,Sunny,1,117.22,Autumn,0,214
68631,2023-11-18,S002,P0012,Electronics,South,212,211,838,78.82,20,Sunny,1,67.19,Autumn,0,203
68633,2023-11-18,S002,P0014,Electronics,South,398,87,416,115.61,5,Sunny,0,128.15,Autumn,0,88
68638,2023-11-18,S002,P0019,Clothing,South,661,82,0,67.89,25,Sunny,1,62.87,Autumn,0,90
68639,2023-11-18,S002,P0020,Furniture,South,270,112,332,140.45,10,Sunny,0,129.6,Autumn,0,115
68641,2023-11-18,S003,P0002,Groceries,East,1112,21,0,38.91,10,Sunny,1,45.44,Autumn,0,28
68642,2023-11-18,S003,P0003,Electronics,East,102,102,217,113.17,20,Sunny,1,108.65,Autumn,0,245
68643,2023-11-18,S003,P0004,Groceries,East,332,254,0,26.75,20,Sunny,1,29.02,Autumn,0,233
68644,2023-11-18,S003,P0005,Toys,East,437,93,534,25.7,0,Sunny,0,25.54,Autumn,0,118
68645,2023-11-18,S003,P0006,Toys,East,173,150,189,40.58,20,Sunny,1,45.34,Autumn,0,183
68647,2023-11-18,S003,P0008,Clothing,East,151,119,0,92.64,25,Sunny,1,90.1,Autumn,0,100
68648,2023-11-18,S003,P0009,Groceries,East,102,102,149,50.89,25,Sunny,1,47.15,Autumn,0,155
68650,2023-11-18,S003,P0011,Electronics,East,168,54,0,90.7,20,Sunny,1,90.1,Autumn,0,56
68651,2023-11-18,S003,P0012,Furniture,East,166,166,335,119.45,10,Sunny,1,104.94,Autumn,0,152
68654,2023-11-18,S003,P0015,Groceries,East,597,159,546,114.63,0,Sunny,0,126.7,Autumn,0,149
68658,2023-11-18,S003,P0019,Groceries,East,186,129,145,51.06,20,Sunny,1,57.72,Autumn,0,146
68660,2023-11-18,S004,P0001,Groceries,West,607,121,528,10.67,25,Sunny,1,9.56,Autumn,0,164
68661,2023-11-18,S004,P0002,Groceries,West,576,129,0,21.64,20,Sunny,1,24.09,Autumn,0,199
68663,2023-11-18,S004,P0004,Groceries,West,447,113,303,46.33,25,Sunny,1,43.3,Autumn,0,126
68671,2023-11-18,S004,P0012,Electronics,West,214,155,206,123.47,25,Sunny,1,115.27,Autumn,0,202
68672,2023-11-18,S004,P0013,Groceries,West,454,119,389,16.84,25,Sunny,1,19.48,Autumn,0,126
68678,2023-11-18,S004,P0019,Clothing,West,111,111,157,55.22,25,Sunny,1,60.44,Autumn,0,163
68680,2023-11-18,S005,P0001,Groceries,North,155,145,322,13.34,10,Snowy,1,15.9,Autumn,0,169
68682,2023-11-18,S005,P0003,Toys,North,114,114,126,26.54,20,Snowy,1,28.31,Autumn,0,124
68683,2023-11-18,S005,P0004,Groceries,North,151,136,169,7.06,20,Snowy,1,7.85,Autumn,0,142
68685,2023-11-18,S005,P0006,Groceries,North,385,159,0,54.75,20,Snowy,1,66.17,Autumn,0,143
68687,2023-11-18,S005,P0008,Groceries,North,163,134,107,52.56,20,Snowy,1,62.49,Autumn,0,112
68688,2023-11-18,S005,P0009,Groceries,North,440,190,461,103.41,10,Snowy,1,112.44,Autumn,0,158
68690,2023-11-18,S005,P0011,Electronics,North,374,148,0,71.19,25,Snowy,1,67.58,Autumn,0,131
68691,2023-11-18,S005,P0012,Furniture,North,499,139,592,140.6,15,Snowy,1,127.41,Autumn,0,134
68692,2023-11-18,S005,P0013,Groceries,North,525,88,0,58.17,25,Snowy,1,55.25,Autumn,0,95
68695,2023-11-18,S005,P0016,Toys,North,397,87,335,40.98,0,Snowy,0,40.02,Autumn,0,128
68703,2023-11-19,S001,P0004,Electronics,North,219,160,497,118.76,25,Sunny,1,116.4,Autumn,0,212
68704,2023-11-19,S001,P0005,Groceries,North,1144,182,0,62.96,15,Sunny,1,54.2,Autumn,0,155
68709,2023-11-19,S001,P0010,Furniture,North,355,119,522,124.71,20,Sunny,1,106.11,Autumn,0,118
68711,2023-11-19,S001,P0012,Groceries,North,308,183,450,92.43,15,Sunny,1,110.97,Autumn,0,193
68720,2023-11-19,S002,P0001,Groceries,South,386,147,348,78.94,10,Cloudy,0,90.8,Autumn,0,123
68723,2023-11-19,S002,P0004,Groceries,South,387,73,0,32.16,25,Cloudy,1,30.96,Autumn,0,87
68724,2023-11-19,S002,P0005,Electronics,South,594,137,653,101.57,10,Cloudy,1,88.95,Autumn,0,143
68729,2023-11-19,S002,P0010,Groceries,South,81,81,94,74.5,20,Cloudy,1,81.89,Autumn,0,113
68738,2023-11-19,S002,P0019,Clothing,South,579,102,637,98.54,0,Cloudy,0,117.41,Autumn,0,133
68741,2023-11-19,S003,P0002,Groceries,East,1091,56,0,52.54,10,Sunny,0,48.36,Autumn,0,94
68743,2023-11-19,S003,P0004,Groceries,East,78,78,0,20.23,20,Sunny,1,17.54,Autumn,0,110
68744,2023-11-19,S003,P0005,Toys,East,344,112,0,19.76,20,Sunny,1,23.26,Autumn,0,122
68746,2023-11-19,S003,P0007,Groceries,East,542,148,552,20.47,0,Sunny,0,17.99,Autumn,0,157
68751,2023-11-19,S003,P0012,Furniture,East,0,0,0,76.91,25,Sunny,1,83.54,Autumn,0,85
68757,2023-11-19,S003,P0018,Furniture,East,519,86,0,103.18,25,Sunny,1,124.07,Autumn,0,81
68762,2023-11-19,S004,P0003,Furniture,West,318,109,389,146.6,15,Cloudy,1,145.81,Autumn,0,123
68763,2023-11-19,S004,P0004,Groceries,West,334,179,0,51.9,25,Cloudy,1,47.08,Autumn,0,166
68764,2023-11-19,S004,P0005,Clothing,West,150,102,110,59.74,25,Cloudy,1,64.68,Autumn,0,123
68769,2023-11-19,S004,P0010,Groceries,West,589,152,766,25.29,25,Cloudy,1,27.26,Autumn,0,189
68771,2023-11-19,S004,P0012,Electronics,West,265,91,0,90.91,25,Cloudy,1,98.02,Autumn,0,111
68781,2023-11-19,S005,P0002,Electronics,North,464,154,356,48.75,0,Sunny,0,54.55,Autumn,0,147
68783,2023-11-19,S005,P0004,Groceries,North,184,184,230,8.9,20,Sunny,1,9.66,Autumn,0,233
68784,2023-11-19,S005,P0005,Groceries,North,244,146,354,16.33,20,Sunny,1,14.57,Autumn,0,155
68786,2023-11-19,S005,P0007,Groceries,North,382,152,323,87.71,10,Sunny,0,97.83,Autumn,0,154
68789,2023-11-19,S005,P0010,Groceries,North,320,211,922,84.23,15,Sunny,1,98.43,Autumn,0,297
68795,2023-11-19,S005,P0016,Toys,North,310,114,0,28.84,25,Sunny,1,25.24,Autumn,0,108
68800,2023-11-20,S001,P0001,Electronics,North,314,122,303,72.66,10,Rainy,1,85.62,Autumn,0,132
68801,2023-11-20,S001,P0002,Clothing,North,166,17,0,38.87,25,Rainy,1,36.69,Autumn,0,21
68804,2023-11-20,S001,P0005,Groceries,North,962,165,0,71.44,10,Rainy,1,61.1,Autumn,0,180
68806,2023-11-20,S001,P0007,Groceries,North,1020,80,0,22.97,5,Rainy,0,27.66,Autumn,0,90
68820,2023-11-20,S002,P0001,Groceries,South,239,185,430,91.75,15,Cloudy,1,87.37,Autumn,0,178
68824,2023-11-20,S002,P0005,Electronics,South,457,89,0,81.17,20,Cloudy,1,89.9,Autumn,0,124
68827,2023-11-20,S002,P0008,Groceries,South,77,18,0,14.74,25,Cloudy,1,17.35,Autumn,0,26
68832,2023-11-20,S002,P0013,Groceries,South,624,77,0,19.01,20,Cloudy,1,16.31,Autumn,0,103
68836,2023-11-20,S002,P0017,Toys,South,275,67,308,21.5,0,Cloudy,0,20.09,Autumn,0,87
68840,2023-11-20,S003,P0001,Toys,East,277,117,280,14.53,20,Rainy,1,17.45,Autumn,0,119
68841,2023-11-20,S003,P0002,Groceries,East,1035,159,0,60.35,10,Rainy,1,63.83,Autumn,0,156
68852,2023-11-20,S003,P0013,Groceries,East,1040,89,0,58.33,25,Rainy,1,65.32,Autumn,0,118
68854,2023-11-20,S003,P0015,Groceries,East,352,236,0,110.28,20,Rainy,1,101.55,Autumn,0,200
68857,2023-11-20,S003,P0018,Furniture,East,433,62,385,151.34,0,Rainy,0,146.56,Autumn,0,93
68860,2023-11-20,S004,P0001,Groceries,West,336,61,0,8.06,25,Rainy,1,9.12,Autumn,0,88
68867,2023-11-20,S004,P0008,Furniture,West,150,29,0,74.25,20,Rainy,1,69.1,Autumn,0,45
68874,2023-11-20,S004,P0015,Furniture,West,108,108,0,87.74,20,Rainy,1,81.16,Autumn,0,95
68880,2023-11-20,S005,P0001,Groceries,North,322,95,266,11.1,20,Rainy,1,12.47,Autumn,0,145
68881,2023-11-20,S005,P0002,Electronics,North,310,68,0,31.92,20,Rainy,1,33.66,Autumn,0,83
68884,2023-11-20,S005,P0005,Groceries,North,98,98,0,13.79,25,Rainy,1,16.27,Autumn,0,136
68885,2023-11-20,S005,P0006,Groceries,North,731,176,542,68.51,5,Rainy,0,76.42,Autumn,0,162
68887,2023-11-20,S005,P0008,Groceries,North,182,54,0,47.98,25,Rainy,1,44.75,Autumn,0,88
68892,2023-11-20,S005,P0013,Groceries,North,397,60,0,54.06,25,Rainy,1,48.19,Autumn,0,74
68894,2023-11-20,S005,P0015,Groceries,North,360,146,0,41.39,25,Rainy,1,46.0,Autumn,0,129
68905,2023-11-21,S001,P0006,Toys,North,323,86,401,42.94,10,Sunny,0,42.23,Autumn,0,126
68906,2023-11-21,S001,P0007,Groceries,North,940,103,0,19.47,25,Sunny,1,17.57,Autumn,0,96
68914,2023-11-21,S001,P0015,Toys,North,143,143,149,15.67,20,Sunny,1,15.35,Autumn,0,142
68915,2023-11-21,S001,P0016,Groceries,North,558,167,744,55.1,10,Sunny,1,52.01,Autumn,0,249
68918,2023-11-21,S001,P0019,Furniture,North,157,52,0,97.99,20,Sunny,1,90.06,Autumn,0,83
68919,2023-11-21,S001,P0020,Furniture,North,506,44,0,90.99,25,Sunny,1,83.83,Autumn,0,65
68922,2023-11-21,S002,P0003,Groceries,South,370,143,310,92.35,0,Snowy,0,79.09,Autumn,0,123
68923,2023-11-21,S002,P0004,Groceries,South,205,100,352,41.53,10,Snowy,0,48.96,Autumn,0,126
68926,2023-11-21,S002,P0007,Toys,South,496,71,0,23.39,25,Snowy,1,20.84,Autumn,0,107
68928,2023-11-21,S002,P0009,Groceries,South,418,163,0,57.21,20,Snowy,1,62.36,Autumn,0,142
68930,2023-11-21,S002,P0011,Groceries,South,1073,121,0,91.8,25,Snowy,1,91.12,Autumn,0,165
68932,2023-11-21,S002,P0013,Groceries,South,547,76,0,17.14,25,Snowy,1,20.42,Autumn,0,107
68934,2023-11-21,S002,P0015,Clothing,South,325,116,434,56.0,25,Snowy,1,61.69,Autumn,0,122
68938,2023-11-21,S002,P0019,Clothing,South,370,82,0,76.01,20,Snowy,1,91.1,Autumn,0,121
68941,2023-11-21,S003,P0002,Groceries,East,876,47,0,49.24,10,Cloudy,0,48.56,Autumn,0,75
68943,2023-11-21,S003,P0004,Groceries,East,368,118,382,26.51,0,Cloudy,0,30.85,Autumn,0,142
68946,2023-11-21,S003,P0007,Groceries,East,329,230,713,17.83,20,Cloudy,1,19.68,Autumn,0,209
68952,2023-11-21,S003,P0013,Groceries,East,951,150,0,67.79,25,Cloudy,1,64.84,Autumn,0,152
68958,2023-11-21,S003,P0019,Groceries,East,162,147,150,51.2,20,Cloudy,1,45.23,Autumn,0,129
68966,2023-11-21,S004,P0007,Groceries,West,574,155,751,31.14,15,Rainy,1,28.45,Autumn,0,162
68968,2023-11-21,S004,P0009,Clothing,West,306,93,420,117.47,10,Rainy,1,109.36,Autumn,0,118
68984,2023-11-21,S005,P0005,Groceries,North,354,96,308,17.99,5,Sunny,0,19.95,Autumn,0,146
68988,2023-11-21,S005,P0009,Groceries,North,512,99,0,78.51,20,Sunny,1,91.25,Autumn,0,105
68990,2023-11-21,S005,P0011,Electronics,North,737,134,0,75.89,20,Sunny,1,86.29,Autumn,0,149
68992,2023-11-21,S005,P0013,Groceries,North,337,81,304,60.37,20,Sunny,1,66.08,Autumn,0,102
68994,2023-11-21,S005,P0015,Groceries,North,214,206,362,60.82,10,Sunny,1,70.39,Autumn,0,203
68995,2023-11-21,S005,P0016,Toys,North,471,100,437,31.2,25,Sunny,1,36.72,Autumn,0,151
68998,2023-11-21,S005,P0019,Furniture,North,236,96,165,112.26,25,Sunny,1,134.67,Autumn,0,95
69004,2023-11-22,S001,P0005,Groceries,North,677,147,736,80.1,0,Cloudy,0,75.33,Autumn,0,184
69005,2023-11-22,S001,P0006,Toys,North,237,190,0,40.92,20,Cloudy,1,48.75,Autumn,0,168
69006,2023-11-22,S001,P0007,Groceries,North,837,82,0,24.65,15,Cloudy,1,22.18,Autumn,0,131
69009,2023-11-22,S001,P0010,Furniture,North,104,104,0,109.83,25,Cloudy,1,131.85,Autumn,0,114
69014,2023-11-22,S001,P0015,Toys,North,149,47,0,11.16,25,Cloudy,1,10.47,Autumn,0,59
69026,2023-11-22,S002,P0007,Toys,South,425,62,0,22.34,20,Snowy,1,21.67,Autumn,0,74
69029,2023-11-22,S002,P0010,Groceries,South,54,54,166,81.81,25,Snowy,1,72.63,Autumn,0,148
69030,2023-11-22,S002,P0011,Groceries,South,952,99,0,91.55,5,Snowy,0,80.23,Autumn,0,86
69031,2023-11-22,S002,P0012,Electronics,South,1278,110,0,75.46,5,Snowy,0,64.65,Autumn,0,124
69034,2023-11-22,S002,P0015,Clothing,South,209,105,0,60.99,20,Snowy,1,51.98,Autumn,0,112
69036,2023-11-22,S002,P0017,Toys,South,93,93,413,19.04,25,Snowy,1,17.24,Autumn,0,140
69037,2023-11-22,S002,P0018,Clothing,South,158,58,0,22.45,20,Snowy,1,21.63,Autumn,0,83
69041,2023-11-22,S003,P0002,Groceries,East,829,143,0,75.92,0,Sunny,0,73.6,Autumn,0,183
69046,2023-11-22,S003,P0007,Groceries,East,99,99,0,23.09,10,Sunny,1,20.91,Autumn,0,248
69049,2023-11-22,S003,P0010,Groceries,East,149,149,185,44.53,20,Sunny,1,42.67,Autumn,0,204
69050,2023-11-22,S003,P0011,Electronics,East,166,101,324,127.13,10,Sunny,0,137.95,Autumn,0,138
69054,2023-11-22,S003,P0015,Groceries,East,546,191,789,115.2,15,Sunny,1,107.84,Autumn,0,193
69056,2023-11-22,S003,P0017,Furniture,East,164,132,566,109.65,25,Sunny,1,121.49,Autumn,0,131
69057,2023-11-22,S003,P0018,Furniture,East,323,127,0,123.73,25,Sunny,1,116.68,Autumn,0,120
69063,2023-11-22,S004,P0004,Groceries,West,296,164,510,66.32,5,Sunny,0,56.53,Autumn,0,169
69069,2023-11-22,S004,P0010,Groceries,West,225,59,0,21.25,20,Sunny,1,19.42,Autumn,0,90
69074,2023-11-22,S004,P0015,Furniture,West,203,123,374,92.14,25,Sunny,1,106.32,Autumn,0,149
69078,2023-11-22,S004,P0019,Clothing,West,183,135,123,50.83,25,Sunny,1,49.39,Autumn,0,117
69085,2023-11-22,S005,P0006,Groceries,North,479,112,0,60.24,20,Cloudy,1,66.0,Autumn,0,178
69086,2023-11-22,S005,P0007,Groceries,North,364,129,372,93.3,15,Cloudy,1,84.26,Autumn,0,179
69089,2023-11-22,S005,P0010,Groceries,North,922,233,0,64.01,25,Cloudy,1,62.47,Autumn,0,206
69091,2023-11-22,S005,P0012,Furniture,North,629,103,539,156.07,10,Cloudy,0,145.86,Autumn,0,151
69094,2023-11-22,S005,P0015,Groceries,North,8,8,363,46.76,25,Cloudy,1,49.46,Autumn,0,172
69096,2023-11-22,S005,P0017,Toys,North,101,92,163,34.31,25,Cloudy,1,29.78,Autumn,0,141
69097,2023-11-22,S005,P0018,Clothing,North,228,185,0,22.45,20,Cloudy,1,19.16,Autumn,0,162
69102,2023-11-23,S001,P0003,Clothing,North,507,139,524,57.24,10,Rainy,1,51.09,Autumn,0,125
69103,2023-11-23,S001,P0004,Electronics,North,331,80,0,86.68,20,Rainy,1,75.47,Autumn,0,81
69106,2023-11-23,S001,P0007,Groceries,North,755,168,0,21.28,25,Rainy,1,23.64,Autumn,0,141
69111,2023-11-23,S001,P0012,Groceries,North,313,107,308,80.56,15,Rainy,1,90.77,Autumn,0,142
69112,2023-11-23,S001,P0013,Toys,North,128,120,116,26.82,25,Rainy,1,26.73,Autumn,0,102
69113,2023-11-23,S001,P0014,Groceries,North,239,88,454,84.06,0,Rainy,0,78.64,Autumn,0,127
69115,2023-11-23,S001,P0016,Groceries,North,300,113,0,35.2,20,Rainy,1,34.74,Autumn,0,121
69116,2023-11-23,S001,P0017,Toys,North,74,74,80,15.71,25,Rainy,1,17.33,Autumn,0,71
69124,2023-11-23,S002,P0005,Electronics,South,835,100,0,94.57,15,Cloudy,1,84.66,Autumn,0,138
69126,2023-11-23,S002,P0007,Toys,South,363,155,426,24.33,25,Cloudy,1,27.85,Autumn,0,136
69130,2023-11-23,S002,P0011,Groceries,South,853,140,0,100.07,5,Cloudy,0,108.34,Autumn,0,130
69131,2023-11-23,S002,P0012,Electronics,South,1168,167,0,70.98,10,Cloudy,1,77.25,Autumn,0,139
69132,2023-11-23,S002,P0013,Groceries,South,413,90,406,21.06,15,Cloudy,1,24.46,Autumn,0,133
69134,2023-11-23,S002,P0015,Clothing,South,104,104,506,73.01,15,Cloudy,1,72.55,Autumn,0,152
69135,2023-11-23,S002,P0016,Clothing,South,329,78,0,72.76,25,Cloudy,1,70.23,Autumn,0,107
69136,2023-11-23,S002,P0017,Toys,South,308,92,0,19.22,25,Cloudy,1,16.6,Autumn,0,143
69138,2023-11-23,S002,P0019,Clothing,South,823,59,0,91.96,0,Cloudy,0,78.2,Autumn,0,95
69144,2023-11-23,S003,P0005,Toys,East,559,103,575,20.26,20,Rainy,1,22.08,Autumn,0,130
69146,2023-11-23,S003,P0007,Groceries,East,552,122,0,15.35,25,Rainy,1,13.98,Autumn,0,157
69151,2023-11-23,S003,P0012,Furniture,East,273,115,376,96.1,25,Rainy,1,108.93,Autumn,0,158
